loan_id,property_type,region,origination_date,maturity_date,rate_type,interest_rate_pct,original_loan_amount,current_balance,appraised_value,net_operating_income,occupancy_pct,ltv,dscr,debt_yield,interest_coverage,covenant_status,delinquency_status,watchlist_rating,defaulted
L0434,Office,Southwest,2021-09-19,2028-09-17,Fixed,5.38,14690255.0,13934411.0,24717189.0,1702405.0,91.9,0.5638,1.98,0.1222,2.27,Compliant,Current,Pass,0
L0435,Office,Southwest,2024-02-23,2031-02-21,Floating,7.04,10562067.0,10326635.0,17387285.0,883658.0,75.9,0.5939,1.06,0.0856,1.22,Compliant,Current,Watch,0
L0436,Industrial,Southwest,2019-02-18,2022-02-17,Fixed,5.77,10888077.0,9989945.0,13303400.0,1011081.0,83.6,0.7509,1.53,0.1012,1.75,Compliant,Current,Watch,0
L0437,Office,Southwest,2021-08-14,2026-08-13,Fixed,6.5,35468318.0,33601421.0,38632491.0,2423460.0,66.2,0.8698,0.97,0.0721,1.11,Compliant,90+ Days,High Risk,1
L0438,Industrial,Southwest,2024-08-18,2029-08-17,Fixed,5.47,29605506.0,29117867.0,36553916.0,2346140.0,80.6,0.7966,1.28,0.0806,1.47,Breached,Current,Watch,0
L0439,Industrial,Southeast,2022-03-09,2029-03-07,Fixed,7.3,10361807.0,9886924.0,20257139.0,1184673.0,95.6,0.4881,1.43,0.1198,1.64,Compliant,Current,Pass,0
L0440,Office,Northeast,2019-02-06,2024-02-05,Fixed,5.49,7195356.0,6598989.0,11759748.0,596873.0,76.1,0.5612,1.43,0.0904,1.65,Compliant,Current,Pass,0
L0441,Office,Midwest,2023-03-12,2033-03-09,Fixed,4.45,18631312.0,18002849.0,19664692.0,1502240.0,78.3,0.9155,1.63,0.0834,1.88,Compliant,Current,High Risk,0
L0442,Mixed-Use,Northeast,2024-10-07,2027-10-07,Fixed,8.03,14709275.0,14491174.0,16771895.0,1064353.0,80.7,0.864,0.8,0.0734,0.91,Compliant,Current,High Risk,0
L0443,Multifamily,Southwest,2019-03-11,2026-03-09,Fixed,6.6,17431358.0,16005521.0,19805183.0,1859289.0,83.1,0.8081,1.53,0.1162,1.76,Compliant,Current,Watch,0
L0444,Multifamily,Southeast,2021-06-03,2028-06-01,Floating,5.64,11873976.0,11220875.0,21274933.0,1227742.0,96.9,0.5274,1.69,0.1094,1.94,Compliant,Current,Pass,0
L0445,Industrial,West,2020-05-07,2027-05-06,Fixed,6.05,10372625.0,9668423.0,11276950.0,667367.0,74.3,0.8574,0.99,0.069,1.14,Compliant,Current,High Risk,0
L0446,Mixed-Use,Southeast,2023-08-26,2028-08-24,Fixed,5.68,9889009.0,9609732.0,14501569.0,825499.0,78.6,0.6627,1.31,0.0859,1.51,Compliant,Current,Pass,0
L0447,Mixed-Use,Southwest,2020-06-29,2025-06-28,Floating,6.61,11793060.0,11012973.0,17314553.0,1097995.0,91.3,0.6361,1.31,0.0997,1.51,Compliant,Current,Pass,0
L0448,Industrial,Southeast,2019-09-08,2026-09-06,Fixed,6.92,13261471.0,12255634.0,14736418.0,1166785.0,86.8,0.8317,1.2,0.0952,1.38,Compliant,90+ Days,Watch,1
L0449,Multifamily,Southeast,2022-01-29,2025-01-28,Fixed,6.78,3975858.0,3788546.0,5801539.0,429843.0,95.1,0.653,1.45,0.1135,1.67,Compliant,Current,Pass,0
L0450,Office,Southwest,2021-02-07,2024-02-07,Floating,6.83,15117652.0,14228485.0,21456204.0,1104115.0,71.6,0.6631,0.99,0.0776,1.14,Compliant,Current,High Risk,0
L0451,Industrial,Southeast,2023-05-16,2028-05-14,Floating,6.6,14598665.0,14137427.0,17465649.0,1324544.0,90.4,0.8094,1.23,0.0937,1.42,Compliant,Current,Watch,0
L0452,Retail,Midwest,2023-10-10,2028-10-08,Fixed,7.17,19724124.0,19196274.0,31854259.0,2266275.0,91.6,0.6026,1.43,0.1181,1.65,Compliant,Current,Pass,0
L0453,Multifamily,Midwest,2023-09-05,2028-09-03,Fixed,4.47,9639041.0,9369993.0,8971025.0,621984.0,81.8,1.0445,1.29,0.0664,1.49,Compliant,Current,High Risk,0
L0454,Hospitality,Southeast,2023-03-28,2028-03-26,Floating,5.93,42224298.0,40822220.0,55319201.0,3255083.0,74.0,0.7379,1.17,0.0797,1.35,Compliant,Current,Pass,0
L0455,Office,West,2020-07-17,2025-07-16,Floating,5.72,45598958.0,42609666.0,71416059.0,4250027.0,78.4,0.5966,1.52,0.0997,1.74,Compliant,Current,Pass,0
L0456,Retail,Southwest,2023-03-12,2030-03-10,Fixed,7.11,6471974.0,6253665.0,10849303.0,718588.0,97.1,0.5764,1.41,0.1149,1.62,Compliant,Current,Pass,0
L0457,Office,Midwest,2022-12-06,2029-12-04,Floating,5.93,13241516.0,12753068.0,21143044.0,1269038.0,79.7,0.6032,1.46,0.0995,1.68,Compliant,Current,Pass,0
L0458,Multifamily,West,2024-03-19,2031-03-18,Fixed,5.04,10856519.0,10623445.0,15959567.0,1225913.0,83.4,0.6656,1.99,0.1154,2.29,Compliant,Current,Pass,0
L0459,Office,Southeast,2023-01-12,2033-01-09,Fixed,6.69,17206690.0,16592906.0,34570058.0,2061634.0,91.8,0.48,1.61,0.1242,1.86,Compliant,Current,Pass,0
L0460,Office,West,2023-04-05,2028-04-03,Fixed,5.38,32796579.0,31716179.0,42457763.0,2015857.0,70.1,0.747,1.03,0.0636,1.18,Compliant,Current,Watch,0
L0461,Office,Northeast,2023-08-22,2026-08-21,Floating,6.28,11761399.0,11427698.0,13593104.0,724334.0,76.2,0.8407,0.88,0.0634,1.01,Compliant,Current,High Risk,0
L0462,Industrial,Midwest,2023-04-09,2026-04-08,Fixed,8.34,23301578.0,22537031.0,47548974.0,2560908.0,100.0,0.474,1.18,0.1136,1.36,Compliant,Current,Pass,0
L0463,Industrial,Southeast,2020-06-03,2025-06-02,Floating,7.31,6437681.0,6006339.0,6873555.0,430490.0,79.0,0.8738,0.85,0.0717,0.98,Compliant,30-60 Days,High Risk,0
L0464,Retail,Southwest,2019-06-12,2029-06-09,Fixed,6.01,3990864.0,3676625.0,4469570.0,299214.0,98.5,0.8226,1.18,0.0814,1.35,Compliant,Current,Watch,0
L0465,Mixed-Use,Southeast,2024-09-09,2029-09-08,Fixed,6.09,18674049.0,18379971.0,23719743.0,1553268.0,75.8,0.7749,1.21,0.0845,1.39,Compliant,Current,Watch,0
L0466,Multifamily,Southwest,2023-02-28,2028-02-27,Fixed,7.02,23611051.0,22805300.0,34245845.0,2368038.0,88.4,0.6659,1.29,0.1038,1.48,Compliant,Current,Pass,0
L0467,Multifamily,Southeast,2020-04-01,2025-03-31,Floating,7.2,13239002.0,12324531.0,26008276.0,1631486.0,94.3,0.4739,1.6,0.1324,1.84,Compliant,Current,Pass,0
L0468,Hospitality,West,2021-07-24,2026-07-23,Fixed,6.27,27947811.0,26457465.0,34952235.0,2203663.0,67.7,0.757,1.16,0.0833,1.33,Compliant,Current,Watch,0
L0469,Multifamily,West,2024-08-08,2031-08-07,Fixed,6.29,35155115.0,34564509.0,57253682.0,4624193.0,98.3,0.6037,1.85,0.1338,2.13,Compliant,Current,Pass,0
L0470,Mixed-Use,West,2019-01-28,2022-01-27,Floating,5.27,27760561.0,25451491.0,29153309.0,2211227.0,72.2,0.873,1.43,0.0869,1.65,Compliant,Current,High Risk,0
L0471,Office,Northeast,2023-11-17,2033-11-14,Fixed,4.68,18308780.0,17841681.0,19655019.0,1349803.0,83.8,0.9077,1.41,0.0757,1.62,Compliant,Current,High Risk,0
L0472,Mixed-Use,Southwest,2020-05-20,2025-05-19,Floating,6.44,11044433.0,10299343.0,16179924.0,1185180.0,91.5,0.6366,1.55,0.1151,1.79,Compliant,Current,Pass,0
L0473,Office,West,2020-10-22,2023-10-22,Fixed,5.63,32873082.0,30822882.0,74351200.0,3543880.0,86.2,0.4146,1.78,0.115,2.04,Compliant,Current,Pass,0
L0474,Hospitality,Northeast,2024-08-18,2034-08-16,Floating,7.13,34714192.0,34142407.0,36939825.0,2127629.0,55.3,0.9243,0.76,0.0623,0.87,Breached,Current,High Risk,0
L0475,Retail,Southwest,2024-12-14,2027-12-14,Fixed,6.38,10070987.0,9944175.0,15719284.0,960608.0,75.2,0.6326,1.32,0.0966,1.51,Breached,Current,Pass,0
L0476,Mixed-Use,Southeast,2019-08-22,2029-08-19,Floating,5.9,11695449.0,10801853.0,17198324.0,992397.0,82.3,0.6281,1.35,0.0919,1.56,Compliant,Current,Pass,0
L0477,Office,Northeast,2022-04-06,2032-04-03,Fixed,6.35,17259409.0,16484296.0,25663470.0,1311105.0,67.1,0.6423,1.09,0.0795,1.25,Compliant,Current,Watch,0
L0478,Retail,Midwest,2023-10-11,2030-10-09,Fixed,5.82,7376548.0,7179382.0,7967888.0,548070.0,72.6,0.901,1.14,0.0763,1.31,Compliant,Current,High Risk,0
L0479,Mixed-Use,Northeast,2019-09-02,2026-08-31,Fixed,8.06,11803009.0,10905463.0,17557778.0,1360231.0,81.9,0.6211,1.35,0.1247,1.55,Compliant,Current,Pass,0
L0480,Retail,Northeast,2022-06-01,2027-05-31,Fixed,6.55,5747759.0,5500212.0,9259805.0,600820.0,88.9,0.594,1.45,0.1092,1.67,Compliant,Current,Pass,0
L0481,Retail,Southwest,2021-03-26,2031-03-24,Fixed,4.8,9256267.0,8726149.0,11532094.0,816860.0,100.0,0.7567,1.7,0.0936,1.95,Compliant,Current,Watch,0
L0482,Industrial,Southeast,2020-11-01,2025-10-31,Floating,8.24,7008416.0,6573625.0,14170398.0,915651.0,98.4,0.4639,1.47,0.1393,1.69,Compliant,Current,Pass,0
L0483,Multifamily,Midwest,2024-08-14,2031-08-13,Fixed,5.63,13229712.0,13010062.0,20378833.0,1243623.0,100.0,0.6384,1.48,0.0956,1.7,Compliant,Current,Pass,0
L0484,Retail,West,2019-09-30,2029-09-27,Floating,5.72,2520636.0,2331278.0,3135871.0,229774.0,86.6,0.7434,1.5,0.0986,1.72,Compliant,Current,Pass,0
L0485,Retail,West,2024-10-01,2034-09-29,Floating,8.53,5751788.0,5665369.0,11303222.0,589421.0,91.5,0.5012,1.06,0.104,1.22,Compliant,Current,Watch,0
L0486,Hospitality,Northeast,2024-05-08,2031-05-07,Floating,6.91,40250544.0,39452591.0,63164806.0,3046399.0,66.8,0.6246,0.97,0.0772,1.12,Compliant,Current,High Risk,0
L0487,Office,Southwest,2024-06-11,2029-06-10,Fixed,6.83,10969686.0,10764478.0,23545550.0,1224823.0,99.5,0.4572,1.45,0.1138,1.67,Compliant,Current,Pass,0
L0488,Multifamily,Southwest,2021-01-06,2031-01-04,Fixed,6.86,16619268.0,15624297.0,17409249.0,1265344.0,86.5,0.8975,1.03,0.081,1.18,Compliant,Current,High Risk,0
L0489,Mixed-Use,West,2024-05-02,2031-05-01,Floating,6.41,8931204.0,8752385.0,12289128.0,808439.0,80.6,0.7122,1.25,0.0924,1.44,Compliant,Current,Pass,0
L0490,Hospitality,Midwest,2022-09-23,2032-09-20,Floating,6.08,33707642.0,32382239.0,44541556.0,3046145.0,74.4,0.727,1.34,0.0941,1.55,Compliant,Current,Pass,0
L0491,Multifamily,Southeast,2024-03-13,2031-03-12,Fixed,5.83,10190916.0,9970122.0,14429147.0,1155664.0,93.7,0.691,1.73,0.1159,1.99,Compliant,Current,Pass,0
L0492,Retail,Midwest,2022-08-30,2027-08-29,Fixed,7.65,6647800.0,6381159.0,8711882.0,475058.0,83.6,0.7325,0.85,0.0744,0.97,Compliant,Current,High Risk,0
L0493,Multifamily,Southeast,2019-05-09,2024-05-07,Fixed,6.38,12364135.0,11376766.0,15466033.0,1172906.0,99.7,0.7356,1.4,0.1031,1.62,Compliant,Current,Pass,0
L0494,Office,West,2024-10-23,2029-10-22,Floating,7.78,8597633.0,8474675.0,9710519.0,596547.0,77.7,0.8727,0.79,0.0704,0.9,Compliant,Current,High Risk,0
L0495,Multifamily,Southeast,2021-06-19,2028-06-17,Fixed,6.13,20482208.0,19366405.0,34395149.0,2065936.0,91.6,0.5631,1.51,0.1067,1.74,Compliant,Current,Pass,0
L0496,Multifamily,Southwest,2021-04-24,2026-04-23,Fixed,5.52,24576607.0,23192506.0,28675948.0,1884898.0,93.8,0.8088,1.28,0.0813,1.47,Compliant,30-60 Days,Watch,0
L0497,Retail,Northeast,2024-03-03,2029-03-02,Floating,5.3,6562845.0,6418499.0,6301692.0,423093.0,73.1,1.0185,1.08,0.0659,1.24,Compliant,90+ Days,High Risk,1
L0498,Office,Northeast,2022-03-08,2027-03-07,Fixed,6.78,24015130.0,22913724.0,23596951.0,1489088.0,65.3,0.971,0.83,0.065,0.96,Breached,30-60 Days,High Risk,0
L0499,Mixed-Use,West,2021-05-05,2028-05-03,Fixed,7.72,21487217.0,20284875.0,22290254.0,1571303.0,93.7,0.91,0.87,0.0775,1.0,Compliant,90+ Days,High Risk,1
L0500,Mixed-Use,Southwest,2022-10-08,2027-10-07,Floating,5.8,13314660.0,12797686.0,16850368.0,1108201.0,79.6,0.7595,1.3,0.0866,1.49,Compliant,Current,Watch,0
L0501,Industrial,Midwest,2021-12-02,2024-12-01,Floating,7.06,5436031.0,5169561.0,5867060.0,370834.0,92.9,0.8811,0.88,0.0717,1.02,Breached,Current,High Risk,0
L0502,Retail,Southwest,2022-10-04,2025-10-03,Fixed,4.96,19224523.0,18475557.0,35203958.0,2156364.0,99.9,0.5248,2.05,0.1167,2.35,Compliant,Current,Pass,0
L0503,Multifamily,Northeast,2024-06-23,2027-06-23,Fixed,5.7,9669917.0,9492838.0,13022556.0,874401.0,91.3,0.729,1.41,0.0921,1.62,Compliant,Current,Pass,0
L0504,Industrial,Northeast,2020-02-21,2025-02-19,Fixed,6.44,7153208.0,6649701.0,11964146.0,631588.0,92.3,0.5558,1.28,0.095,1.47,Compliant,Current,Pass,0
L0505,Industrial,Southwest,2023-07-23,2026-07-22,Fixed,4.64,24628903.0,23905825.0,43662143.0,2415819.0,100.0,0.5475,1.89,0.1011,2.18,Compliant,Current,Pass,0
L0506,Office,Southwest,2024-04-26,2027-04-26,Floating,6.58,25176325.0,24667281.0,31101175.0,1918723.0,73.2,0.7931,1.03,0.0778,1.18,Compliant,Current,Watch,0
L0507,Hospitality,Northeast,2020-02-09,2030-02-06,Fixed,5.45,25346205.0,23552110.0,32055425.0,2240798.0,77.6,0.7347,1.52,0.0951,1.75,Compliant,90+ Days,Pass,1
L0508,Industrial,Midwest,2019-06-16,2029-06-13,Fixed,6.74,5863031.0,5402149.0,8678239.0,731451.0,100.0,0.6225,1.75,0.1354,2.01,Compliant,Current,Pass,0
L0509,Mixed-Use,West,2021-02-28,2026-02-27,Fixed,6.05,21771452.0,20505964.0,41024459.0,2607764.0,99.6,0.4998,1.83,0.1272,2.1,Compliant,Current,Pass,0
L0510,Industrial,West,2021-10-22,2031-10-20,Fixed,7.05,49189015.0,46711506.0,122911714.0,6026597.0,88.5,0.38,1.59,0.129,1.83,Compliant,Current,Pass,0
L0511,Retail,Southwest,2019-05-01,2022-04-30,Fixed,5.95,12984038.0,11943750.0,25290118.0,1463989.0,97.9,0.4723,1.79,0.1226,2.06,Compliant,Current,Pass,0
L0512,Multifamily,West,2022-01-01,2028-12-30,Floating,5.37,15764417.0,15007207.0,22955192.0,1628212.0,96.4,0.6538,1.76,0.1085,2.02,Compliant,Current,Pass,0
L0513,Mixed-Use,Northeast,2019-12-12,2026-12-10,Fixed,4.86,20814677.0,19300965.0,27010601.0,1519818.0,74.4,0.7146,1.41,0.0787,1.62,Compliant,Current,Pass,0
L0514,Hospitality,Northeast,2023-08-16,2028-08-14,Floating,4.88,18367431.0,17842676.0,16070612.0,855733.0,47.2,1.1103,0.85,0.048,0.98,Breached,Current,High Risk,0
L0515,Office,Southwest,2020-07-25,2025-07-24,Floating,7.17,14949291.0,13973204.0,17080254.0,1210700.0,71.6,0.8181,1.05,0.0866,1.21,Compliant,Current,Watch,0
L0516,Office,Southwest,2021-03-16,2026-03-15,Fixed,8.5,14844460.0,13989419.0,15515552.0,1073427.0,80.3,0.9016,0.78,0.0767,0.9,Compliant,Current,High Risk,0
L0517,Multifamily,Southwest,2021-08-28,2026-08-27,Fixed,6.59,8746767.0,8290402.0,17503591.0,905761.0,95.5,0.4736,1.44,0.1093,1.66,Compliant,Current,Pass,0
L0518,Industrial,Midwest,2023-01-15,2030-01-13,Fixed,7.7,8237858.0,7944816.0,14168185.0,806808.0,93.5,0.5608,1.15,0.1016,1.32,Compliant,Current,Watch,0
L0519,Mixed-Use,West,2024-01-29,2027-01-28,Fixed,7.22,11503466.0,11237594.0,12014835.0,915555.0,84.6,0.9353,0.98,0.0815,1.13,Compliant,Current,High Risk,0
L0520,Office,Southwest,2023-03-15,2026-03-14,Fixed,5.73,15733548.0,15204384.0,14873230.0,1080921.0,77.0,1.0223,1.08,0.0711,1.24,Compliant,90+ Days,High Risk,1
L0521,Retail,Southeast,2022-05-16,2025-05-15,Fixed,7.34,6885850.0,6585665.0,17281281.0,937054.0,95.2,0.3811,1.69,0.1423,1.94,Compliant,Current,Pass,0
L0522,Multifamily,Southeast,2023-10-31,2028-10-29,Fixed,5.77,13716002.0,13358409.0,19706065.0,928156.0,80.5,0.6779,1.05,0.0695,1.2,Compliant,Current,Watch,0
L0523,Mixed-Use,Northeast,2022-07-18,2027-07-17,Floating,6.19,14620044.0,14012972.0,19651488.0,1324838.0,87.1,0.7131,1.33,0.0945,1.53,Breached,Current,Pass,0
L0524,Hospitality,West,2024-08-16,2027-08-16,Fixed,6.01,24121216.0,23722324.0,29312962.0,1827235.0,61.4,0.8093,1.11,0.077,1.28,Breached,Current,Watch,0
L0525,Industrial,Southwest,2023-07-10,2033-07-07,Floating,6.45,23100373.0,22412298.0,33962671.0,2263126.0,86.7,0.6599,1.36,0.101,1.56,Compliant,Current,Pass,0
L0526,Multifamily,Southeast,2019-03-30,2024-03-28,Fixed,6.8,12517285.0,11501224.0,17329519.0,1225404.0,100.0,0.6637,1.36,0.1065,1.57,Compliant,Current,Pass,0
L0527,Multifamily,West,2021-07-26,2024-07-25,Floating,6.0,40483590.0,38327422.0,52617141.0,2967269.0,84.1,0.7284,1.12,0.0774,1.29,Compliant,Current,Watch,0
L0528,Multifamily,Northeast,2023-12-15,2030-12-13,Fixed,7.0,14568853.0,14210579.0,23171956.0,1416054.0,90.9,0.6133,1.24,0.0996,1.42,Compliant,Current,Pass,0
L0529,Office,Midwest,2024-06-22,2027-06-22,Fixed,6.99,14074702.0,13816498.0,15152332.0,862296.0,93.7,0.9118,0.78,0.0624,0.89,Compliant,Current,High Risk,0
L0530,Hospitality,West,2019-10-25,2026-10-23,Floating,6.91,46215407.0,42781539.0,64879295.0,3713099.0,74.7,0.6594,1.09,0.0868,1.26,Compliant,Current,Watch,0
L0531,Industrial,West,2023-01-01,2029-12-30,Fixed,7.95,9572028.0,9227120.0,13023099.0,912696.0,90.4,0.7085,1.08,0.0989,1.24,Compliant,Current,Watch,0
L0532,Mixed-Use,Midwest,2019-01-30,2022-01-29,Fixed,7.36,3752908.0,3440995.0,5620476.0,372619.0,82.0,0.6122,1.28,0.1083,1.47,Compliant,Current,Pass,0
L0533,Mixed-Use,West,2023-02-17,2026-02-16,Floating,7.56,13969210.0,13487444.0,18114463.0,922633.0,75.2,0.7446,0.79,0.0684,0.9,Compliant,Current,High Risk,0
L0534,Retail,Northeast,2024-10-12,2029-10-11,Fixed,6.26,6975436.0,6873155.0,9513313.0,680449.0,97.4,0.7225,1.38,0.099,1.58,Compliant,Current,Pass,0
L0535,Industrial,Northeast,2023-07-20,2026-07-19,Fixed,6.52,24195972.0,23483218.0,43640638.0,2699146.0,100.0,0.5381,1.53,0.1149,1.76,Compliant,Current,Pass,0
L0536,Mixed-Use,Midwest,2019-07-29,2022-07-28,Floating,7.07,8545422.0,7885762.0,11618062.0,835809.0,90.5,0.6788,1.3,0.106,1.5,Compliant,Current,Pass,0
L0537,Hospitality,Southwest,2024-05-26,2029-05-25,Floating,6.61,18321630.0,17969252.0,20698342.0,1156362.0,74.4,0.8681,0.85,0.0644,0.97,Compliant,Current,High Risk,0
L0538,Multifamily,Southeast,2023-04-08,2028-04-06,Floating,6.26,24097505.0,23306050.0,34767251.0,1970219.0,85.8,0.6703,1.17,0.0845,1.35,Compliant,Current,Pass,0
L0539,Multifamily,Southwest,2020-02-28,2025-02-26,Fixed,4.03,14907007.0,13861147.0,22231501.0,1495411.0,79.6,0.6235,2.33,0.1079,2.67,Compliant,Current,Pass,0
L0540,Office,West,2019-11-15,2026-11-13,Floating,7.25,16380154.0,15174396.0,26685439.0,1471218.0,82.5,0.5686,1.16,0.097,1.34,Compliant,Current,Pass,0
L0541,Mixed-Use,Southeast,2024-12-30,2029-12-29,Fixed,7.14,9234904.0,9123478.0,10888509.0,680816.0,92.1,0.8379,0.91,0.0746,1.05,Compliant,Current,High Risk,0
L0542,Retail,Midwest,2020-04-20,2023-04-20,Floating,5.55,9707528.0,9043055.0,21183992.0,1146252.0,99.9,0.4269,1.98,0.1268,2.28,Compliant,Current,Pass,0
L0543,Multifamily,Midwest,2024-06-10,2027-06-10,Floating,7.14,11808162.0,11586881.0,14065114.0,864690.0,90.4,0.8238,0.91,0.0746,1.04,Compliant,90+ Days,High Risk,1
L0544,Industrial,Southeast,2019-12-04,2029-12-01,Floating,6.07,6555334.0,6076884.0,9277490.0,600377.0,91.2,0.655,1.42,0.0988,1.63,Compliant,Current,Pass,0
L0545,Retail,Northeast,2024-11-23,2029-11-22,Floating,6.27,5396367.0,5324691.0,7997063.0,520907.0,85.1,0.6658,1.36,0.0978,1.56,Compliant,Current,Pass,0
L0546,Multifamily,Southeast,2019-03-28,2029-03-25,Fixed,7.38,7667165.0,7044298.0,14902722.0,919755.0,97.4,0.4727,1.54,0.1306,1.77,Compliant,Current,Pass,0
L0547,Office,West,2023-03-30,2028-03-28,Floating,5.71,10427705.0,10082133.0,8122572.0,552336.0,75.7,1.2412,0.83,0.0548,0.96,Compliant,90+ Days,High Risk,1
L0548,Industrial,Northeast,2020-10-24,2027-10-23,Floating,5.71,16714952.0,15673588.0,27278583.0,1809394.0,93.6,0.5746,1.76,0.1154,2.02,Compliant,Current,Pass,0
L0549,Retail,Midwest,2019-10-13,2024-10-11,Fixed,7.82,12417514.0,11489977.0,21361821.0,1371337.0,93.6,0.5379,1.33,0.1194,1.53,Compliant,Current,Pass,0
L0550,Industrial,Southeast,2019-02-19,2024-02-18,Floating,6.47,16730042.0,15350570.0,24237349.0,1438907.0,89.0,0.6333,1.26,0.0937,1.45,Compliant,Current,Pass,0
L0551,Retail,Southwest,2022-07-19,2027-07-18,Fixed,7.32,8019823.0,7687077.0,11218502.0,837060.0,98.1,0.6852,1.29,0.1089,1.49,Compliant,Current,Pass,0
L0552,Hospitality,Southwest,2022-01-12,2027-01-11,Floating,5.16,19251647.0,18333897.0,12164800.0,833004.0,73.1,1.5071,0.77,0.0454,0.88,Breached,90+ Days,High Risk,1
L0553,Retail,West,2021-07-02,2024-07-01,Floating,5.23,7071208.0,6689014.0,5843730.0,325350.0,72.1,1.1446,0.81,0.0486,0.93,Compliant,Current,High Risk,0
L0554,Retail,Southwest,2023-03-03,2028-03-01,Floating,5.78,14027889.0,13550556.0,19961008.0,1414037.0,82.9,0.6789,1.57,0.1044,1.81,Compliant,Current,Pass,0
L0555,Hospitality,Southeast,2020-11-18,2027-11-17,Fixed,5.77,8084601.0,7587564.0,5569618.0,405911.0,51.8,1.3623,0.81,0.0535,0.93,Breached,90+ Days,High Risk,1
L0556,Multifamily,Southeast,2023-01-14,2033-01-11,Fixed,4.94,9042533.0,8720569.0,12698886.0,816106.0,90.4,0.6867,1.65,0.0936,1.9,Compliant,Current,Pass,0
L0557,Office,Southwest,2022-01-26,2027-01-25,Fixed,6.53,11048909.0,10527279.0,13681559.0,887444.0,74.0,0.7695,1.12,0.0843,1.29,Compliant,Current,Watch,0
L0558,Office,Southeast,2019-08-26,2024-08-24,Floating,6.99,38027512.0,35127003.0,68955636.0,3204380.0,84.7,0.5094,1.13,0.0912,1.3,Compliant,Current,Watch,0
L0559,Industrial,West,2021-10-30,2024-10-29,Fixed,5.39,7690482.0,7305157.0,11428995.0,656128.0,87.0,0.6392,1.45,0.0898,1.67,Compliant,Current,Pass,0
L0560,Retail,Northeast,2024-04-27,2031-04-26,Fixed,5.46,3253228.0,3187557.0,4478695.0,325123.0,90.1,0.7117,1.62,0.102,1.87,Compliant,Current,Pass,0
L0561,Industrial,West,2019-10-28,2024-10-26,Floating,5.98,11307521.0,10468472.0,15875683.0,920097.0,98.6,0.6594,1.28,0.0879,1.47,Compliant,Current,Pass,0
L0562,Multifamily,West,2019-12-06,2029-12-03,Fixed,5.15,9789828.0,9075948.0,17731773.0,1127057.0,94.1,0.5118,2.1,0.1242,2.41,Compliant,Current,Pass,0
L0563,Office,Southeast,2020-11-20,2025-11-19,Floating,3.99,13250840.0,12437056.0,20468431.0,1172277.0,87.1,0.6076,2.05,0.0943,2.36,Compliant,Current,Pass,0
L0564,Office,Northeast,2021-08-16,2026-08-15,Floating,6.52,12520336.0,11862143.0,15867827.0,1064372.0,94.5,0.7476,1.2,0.0897,1.38,Compliant,Current,Pass,0
L0565,Multifamily,Southeast,2024-11-19,2031-11-18,Floating,6.21,8167722.0,8058162.0,9729750.0,666913.0,92.9,0.8282,1.16,0.0828,1.33,Compliant,Current,Watch,0
L0566,Retail,Midwest,2023-05-30,2030-05-28,Fixed,5.9,11812399.0,11444629.0,16371272.0,1126086.0,90.2,0.6991,1.45,0.0984,1.67,Compliant,Current,Pass,0
L0567,Multifamily,Southeast,2021-06-23,2026-06-22,Fixed,5.29,13571740.0,12834181.0,21146673.0,1157691.0,85.0,0.6069,1.48,0.0902,1.71,Compliant,Current,Pass,0
L0568,Multifamily,Southeast,2024-05-27,2029-05-26,Fixed,6.93,10762044.0,10555413.0,11185701.0,737812.0,83.8,0.9437,0.88,0.0699,1.01,Compliant,Current,High Risk,0
L0569,Hospitality,Southeast,2019-09-25,2029-09-22,Fixed,8.38,12025280.0,11119924.0,11115620.0,880236.0,76.3,1.0004,0.82,0.0792,0.94,Compliant,30-60 Days,High Risk,0
L0570,Multifamily,Northeast,2022-04-17,2025-04-16,Fixed,5.45,10935510.0,10448356.0,14044384.0,1007494.0,99.2,0.744,1.54,0.0964,1.77,Compliant,Current,Pass,0
L0571,Retail,Southeast,2020-01-16,2030-01-13,Fixed,7.46,9233026.0,8572195.0,13688182.0,901230.0,78.8,0.6262,1.23,0.1051,1.41,Compliant,Current,Pass,0
L0572,Industrial,Northeast,2022-08-28,2025-08-27,Floating,6.93,11785206.0,11311732.0,22111053.0,1052956.0,83.5,0.5116,1.17,0.0931,1.34,Compliant,Current,Pass,0
L0573,Multifamily,Southwest,2022-10-21,2029-10-19,Floating,6.63,13110233.0,12606800.0,23311246.0,1462916.0,86.8,0.5408,1.52,0.116,1.75,Compliant,Current,Pass,0
L0574,Retail,Midwest,2023-08-31,2030-08-29,Fixed,5.89,4816346.0,4681119.0,4888782.0,390209.0,85.9,0.9575,1.23,0.0834,1.42,Compliant,Current,High Risk,0
L0575,Hospitality,Northeast,2020-02-17,2025-02-15,Floating,6.53,5866718.0,5452994.0,4971398.0,382139.0,64.7,1.0969,0.93,0.0701,1.07,Breached,Current,High Risk,0
L0576,Mixed-Use,Southwest,2020-11-30,2030-11-28,Floating,7.63,37669383.0,35368352.0,52076636.0,3601243.0,86.3,0.6792,1.16,0.1018,1.33,Compliant,Current,Pass,0
L0577,Office,Northeast,2020-05-02,2023-05-02,Floating,5.58,8758910.0,8162824.0,14567224.0,852562.0,85.3,0.5604,1.63,0.1044,1.87,Compliant,Current,Pass,0
